Name,Surname,Age,Gender,Daily Hours in Game,Game,Rating,Country
Marvin,Reed,15,Male,3.0,Chuck Yeager's Advanced Flight Trainer,1,Romania
Filip,Roberts,15,Male,4.0,NCAA Football 2003,1,Kazakhstan
Sebastian,Harris,18,Male,3.0,Pirates: The Legend of Black Kat,4,Kyrgyzstan
Nico,Gomez,16,Male,4.0,FIFA Football 2005,3,Kyrgyzstan
Sam,Ramos,17,Male,3.4,Rugby 08,1,Switzerland
Lennard,Wright,18,Male,3.0,F1 22,5,Andorra
Mia,Bailey,18,Female,4.0,Need for Speed: Underground 2,3,Kazakhstan
Fritz,Rogers,16,Male,3.4,Mutant League Hockey,3,United States
Nathan,Morgan,17,Male,3.5,The Sims 4: Growing Together,3,Denmark
Tom,Perez,17,Male,3.1,DeathSpank,4,China
Kevin,Edwards,13,Male,3.9,SimCity Deluxe,3,San Marino
Nathan,Cooper,14,Male,3.0,Immortals of Aveum,4,Poland
Tim,Jackson,14,Male,3.8,NHL 18,5,Montenegro
Benedikt,Evans,15,Male,4.0,Command & Conquer: Tiberium Alliances,4,United States
Marcel,Davis,13,Male,3.3,Hot Wheels Turbo Racing,3,Netherlands
Daniel,Anderson,14,Male,3.4,Outernauts,1,Netherlands
Hugo,Ramos,14,Male,4.0,Star Wars Jedi: Fallen Order,1,Estonia
Niamh,Edwards,19,Female,3.4,The Sims: Mega Deluxe,4,Norway
Peter,Rivera,18,Male,3.8,Plants vs. Zombies,1,Malta
Leila,Reed,11,Female,3.0,Warhammer: Dark Omen,4,United Kingdom
Bruno,Diaz,14,Male,3.0,FIFA Street 3,2,Russia
Josephine,Garcia,13,Female,3.3,FIFA 07,3,China
Olivia,Lopez,14,Female,3.3,Madden NFL 06,3,Bulgaria
Julien,Morales,18,Male,3.5,Ski or Die,5,Ukraine
Sebastian,Nelson,15,Male,3.6,Cartooners,4,Bosnia and Herzegovina
Hannah,Collins,13,Female,3.4,Tiger Woods PGA Tour 2003,3,Turkey
Gabriel,Scott,16,Male,3.0,Need for Speed Payback,4,China
Jonas,Harris,19,Male,3.9,Jurassic Park: Trespasser,5,Serbia
Thomas,Murphy,18,Male,3.5,American McGee's Alice,4,Andorra
Jonas,Campbell,17,Male,3.5,Madden NFL 10,4,Kazakhstan
Ethan,Jackson,17,Male,4.0,DeathSpank,3,Germany
Olivia,King,19,Female,3.2,Titanfall 2,5,Norway
Hannes,Jones,16,Male,4.0,Star Wars: Squadrons,4,Estonia
Alfred,Rivera,14,Male,3.2,Need for Speed: Underground 2,4,Croatia
Severin,Jones,15,Male,3.2,Richard Petty's Talladega,4,Kyrgyzstan
Nicolas,Mitchell,16,Male,4.0,NCAA Football 2004,4,North Macedonia
Alex,Lee,63,Male,3.0,The Simpsons: Road Rage,3,Russia
Ellie,Reyes,17,Female,3.0,The Seven Cities of Gold,4,Bulgaria
Maximilian,Gonzalez,14,Male,3.0,Axis Assassin,3,Greece
Alexander,Phillips,14,Male,3.7,Escape from Hell,2,Ukraine
Richard,Torres,17,Male,3.7,Play the Games Vol. 2,4,Denmark
Enzo,Baker,15,Male,3.3,Skate,4,Monaco
Oscar,Flores,13,Male,3.4,NBA Live 10,4,Serbia
Tommy,Morris,13,Male,3.6,Supercross 2000,4,Kyrgyzstan
Lucas,Allen,15,Male,3.4,Wing Commander IV: The Price of Freedom,3,China
Leon,Baker,11,Male,3.6,FIFA Football 2004,3,Ukraine
David,Perez,15,Male,4.0,Mass Effect Legendary Edition,2,Kazakhstan
Elias,Evans,18,Male,3.2,Unravel,4,Sweden
Fabian,Smith,44,Male,3.4,The Sims 4: Dream Home Decorator,4,San Marino
Lars,Rivera,16,Male,3.9,Need for Speed: The Run,3,Poland
Aria,Reyes,14,Female,3.1,The Sims 3,1,Tajikistan
Paul,Nguyen,17,Male,4.0,Sid Meier's Alpha Centauri Planetary Pack,3,Estonia
Fabian,Campbell,15,Male,3.8,Play the Games Vol. 2,1,Moldova
Dominik,Morales,13,Male,3.8,The Sims 4: Eco Lifestyle,4,Russia
Lukas,Gutierrez,15,Male,3.4,The Bard's Tale,2,Russia
Tom,Diaz,18,Male,3.6,The Lord of the Rings: Heroes of Middle-earth,4,Lithuania
Nicolas,Gonzalez,17,Male,3.7,Rack 'Em,4,Romania
Jan,Gonzalez,14,Male,3.1,Tiger Woods PGA Tour 2003,3,Monaco
Sasha,Thompson,18,Female,3.5,Madden NFL 11,3,Serbia
Maximilian,Martinez,15,Male,3.3,APB: All Points Bulletin,1,Denmark
Robin,Johnson,15,Male,4.0,NCAA Football 2005,4,Croatia
Noah,Walker,20,Male,3.1,Knockout Kings 2001,3,Czech Republic
Thomas,Ramos,11,Male,4.0,Aliens Versus Predator: Extinction,4,United States
Emilio,Roberts,17,Male,3.2,Fire King,1,Slovenia
Olivia,Carter,16,Female,3.8,Heroes of Dragon Age,4,United Kingdom
Leon,Peterson,16,Male,3.7,Dragon Age: Origins – Awakening,4,San Marino
Nicolas,Cooper,13,Male,3.6,Populous,3,Estonia
Fabian,Ramirez,21,Male,3.3,The Standing Stones,4,Kazakhstan
Juliana,Jones,17,Female,3.4,NHL 19,4,Italy
Nathan,Lopez,16,Male,4.0,Burnout Paradise Remastered,1,Russia
Tom,Bailey,35,Male,3.0,FIFA 22,4,Montenegro
Aria,Scott,17,Female,3.0,Fight Night Round 4,1,Latvia
Peter,King,19,Male,3.0,Need for Speed: Most Wanted,2,Switzerland
Leonardo,Howard,15,Male,4.0,Superman Returns,4,Albania
Valentin,Murphy,18,Male,3.7,Harry Potter and the Deathly Hallows – Part 2,3,France
Nicolas,Anderson,61,Male,3.8,Championship Bass,2,China
Elena,Lopez,14,Female,3.4,Powerdrome,4,Vatican City
Milo,Taylor,18,Male,3.4,MVP Baseball 2005,1,Spain
Noah,Brown,17,Male,3.8,Need for Speed: Hot Pursuit,2,Belgium
Filip,Campbell,10,Male,3.5,NBA Live 15,4,Uzbekistan
Sienna,King,45,Female,3.4,FIFA International Soccer,4,China
Elise,Brown,15,Female,3.4,Pinball Construction Set,3,Russia
Lukas,Mitchell,18,Male,3.9,Risk: Factions,3,Estonia
Severin,Miller,18,Male,3.0,NHL 2003,3,Russia
Alexander,Edwards,13,Male,3.0,Need for Speed II,1,San Marino
Eva,Davis,17,Female,3.1,Timothy Leary's Mind Mirror,4,Luxembourg
Fabio,Baker,20,Male,3.1,Command & Conquer: Red Alert 3 – Uprising,3,Russia
Bastian,Williams,18,Male,4.0,Triple Play 2001,3,Andorra
Imogen,Thomas,16,Female,3.7,Strike Commander,4,United States
Alex,Hill,13,Male,3.1,Rock Band 3,3,Latvia
Georgia,Thompson,15,Female,3.0,Need for Speed Unbound,4,Kyrgyzstan
Sienna,Thompson,15,Female,3.0,Triple Play Baseball,4,China
Holly,Williams,65,Female,3.0,Triple Play 98,3,Portugal
Vincent,Johnson,12,Male,3.1,Need for Speed: ProStreet,4,United States
Christian,Campbell,15,Male,3.6,Caveman Ughlympics,3,Monaco
David,Harris,18,Male,3.6,Boogie,3,Montenegro
Maksim,Morris,19,Male,4.0,NCAA Football 08,4,Slovenia
Alexander,Edwards,13,Male,3.6,Knockout City,4,Monaco
Bruno,Collins,13,Male,3.6,The Sims 4: Cottage Living,3,China
Leonard,Nguyen,15,Male,4.0,FIFA 10,4,Switzerland
Aaron,Allen,17,Male,3.0,NBA Live 07,3,Germany
Louis,Reed,63,Male,3.6,3 on 3 NHL Arcade,4,China
Dominic,Scott,13,Male,3.8,Need for Speed: Hot Pursuit,3,United States
Richard,Williams,14,Male,3.4,NBA Live 06,1,Austria
Lacey,Williams,15,Female,3.2,The Sims,3,Switzerland
Hannah,Walker,19,Male,3.0,NCAA Football 2002,2,Finland
Rafael,Gutierrez,13,Male,3.4,Crusader: No Remorse,4,Ukraine
Zara,Lopez,18,Female,3.3,FIFA Street 2,4,Italy
Gabriel,Garcia,16,Male,4.0,NCAA Football 08,4,Slovakia
Julia,Clark,15,Female,3.3,Madden NFL 22,3,Romania
Fabio,Hernandez,14,Male,3.4,NBA Street Online,4,Serbia
David,Thomas,17,Male,3.8,NBA Live 15,4,Poland
Madeleine,Thomas,17,Female,3.8,FIFA Football 2005,1,China
Erik,Walker,18,Male,3.0,Need for Speed: Carbon,4,Serbia
Emil,Rivera,15,Male,3.6,Jane's Combat Simulations: WWII Fighters,4,Denmark
Thomas,Brown,16,Male,3.2,EA FC 24,1,United States
Ariel,King,13,Female,3.8,Bloodwings: Pumpkinhead's Revenge,3,Vatican City
Emil,Parker,18,Male,3.4,Battle Squadron,4,United States
Dylan,Davis,15,Male,3.3,Electronic Arts Top Ten Family Fun Pack,3,Switzerland
Emil,Parker,15,Male,4.0,The Sims 4: Werewolves,4,Kazakhstan
Violet,Carter,14,Female,3.3,Dragon Age: Origins – Awakening,3,Russia
Eden,Hill,17,Female,3.0,Need for Speed: Hot Pursuit,4,China
Antonio,Peterson,17,Male,4.0,Gamers Pack,4,Poland
Tim,Hernandez,14,Male,3.4,FIFA Mobile,3,Denmark
Leonard,Martin,17,Male,3.0,Kessen[b],4,Poland
Emilio,Robinson,16,Male,4.0,Fight Night 2004,3,Russia
David,Ramirez,14,Male,3.4,The Lord of the Rings: The Two Towers,3,Portugal
Lara,Brown,18,Female,3.1,World Cup 98,3,North Macedonia
Leopold,Bailey,17,Male,4.0,Lost in Random,3,Poland
Matteo,Diaz,16,Male,3.9,Jane's Combat Simulations: Longbow Gold,3,San Marino
Molly,Nelson,12,Female,4.0,Amnesia,3,China
Marco,Howard,17,Male,3.0,Ultima Online: Renaissance,4,Lithuania
Philipp,Sanchez,17,Male,4.0,Dead Space: Extraction,2,Ireland
Eva,Garcia,21,Female,3.0,Need for Speed: Most Wanted (Black Edition),4,China
Lilly,Murphy,15,Female,3.2,Madden NFL 23,4,China
Anastasia,Reed,18,Female,4.0,Total Club Manager 2004,4,Ukraine
Christian,Howard,60,Male,3.6,The Sims 4: High School Years,4,Spain
Roman,Scott,13,Male,3.0,The Sims 4: High School Years,4,Romania
David,Diaz,17,Male,3.2,Star Wars: Squadrons,1,Kazakhstan
Finn,Edwards,16,Male,3.2,Superbike 2000,1,Romania
Maximilian,Hernandez,17,Male,3.0,Ultimate Hunt Challenge,3,Slovakia
Sophia,Davis,15,Female,3.5,Genewars,4,Luxembourg
Emilio,Cooper,15,Male,4.0,Lakers versus Celtics and the NBA Playoffs,2,United States
Emil,Rogers,14,Male,3.0,Triple Play 2001,3,Slovenia
Elias,Gutierrez,12,Male,4.0,College Football USA 97,4,Malta
Simon,Walker,17,Male,3.6,NHL 2002,3,Vatican City
Elias,Baker,12,Male,3.8,The Seven Cities of Gold,2,Ireland
Noah,Parker,49,Male,3.3,FIFA 18,3,Slovakia
Richard,Anderson,31,Male,3.2,Harry Potter: Quidditch World Cup,3,Romania
Matteo,Green,43,Male,3.6,Hasbro Family Game Night 3,4,Vatican City
Paige,Baker,66,Female,3.7,FIFA 15,4,Cyprus
Florian,Taylor,20,Male,3.3,Knights of Honor[j],3,United States
Bella,Perez,16,Female,4.0,Dragon Age Legends,4,Croatia
Antonio,Lewis,18,Male,3.6,FIFA 19,3,Serbia
David,Taylor,16,Male,3.7,Warhammer Online: Age of Reckoning,1,Vatican City
Emil,Flores,16,Male,4.0,Need for Speed: Most Wanted (Black Edition),4,Kyrgyzstan
Alfred,Lewis,14,Male,3.6,Boggle,4,San Marino
Kai,Edwards,12,Male,3.0,The Godfather: The Game,4,Vatican City
Samuel,Bailey,14,Male,4.0,1503 A.D.: The New World,3,Spain
Fabian,Robinson,17,Male,3.6,Skitchin',1,Croatia
Nico,Peterson,15,Male,4.0,Spore Creature Creator,3,Iceland
Matilda,Torres,14,Female,4.0,NCAA Football 14,2,Finland
Marco,Rivera,16,Male,3.5,FIFA Manager 11,4,Sweden
Nico,Martin,16,Male,3.6,FIFA Football 2001,3,Russia
Oscar,Diaz,16,Male,4.0,Skyfox,3,United States
Ethan,Davis,15,Male,3.2,Powermonger,3,Russia
Leonard,Green,18,Male,4.0,NHL 2002,4,Hungary
Alex,Roberts,16,Male,3.9,Starflight,4,Kazakhstan
Liam,Phillips,15,Male,3.6,BattleForge,3,Canada
Antonio,Gomez,15,Male,3.4,The Lord of the Rings: The Battle for Middle-earth II,4,Poland
Oscar,Phillips,18,Male,3.8,Crysis 2,4,Monaco
Alex,Nguyen,13,Male,3.7,Rango,4,Moldova
Jacob,Rodriguez,12,Male,4.0,Play the Games Vol. 4,3,Slovenia
Eden,Hernandez,18,Female,3.6,Need for Speed: Carbon,3,Croatia
Ethan,Johnson,16,Male,4.0,Arcticfox,3,Tajikistan
Jonah,Perez,17,Male,3.3,Need for Speed: Undercover,4,Netherlands
Mia,Lewis,15,Female,3.4,Madden NFL 16,4,North Macedonia
Rafael,Johnson,16,Male,4.0,NHL 11,4,Romania
Louis,Nguyen,56,Male,4.0,Battlefield Bad Company 2,3,Turkey
Cora,Thompson,14,Female,4.0,Budokan: The Martial Spirit,4,North Macedonia
Enzo,Turner,44,Male,3.9,Mass Effect Legendary Edition,5,Turkmenistan
Zoe,Williams,35,Female,3.7,Strike Commander,5,Vatican City
Taylor,Kelly,15,Female,3.0,The F.A. Premier League Stars,4,Sweden
Florian,Jackson,14,Male,3.5,EA Sports UFC 3,3,Spain
Raphael,Evans,17,Male,3.0,Fight Night Round 3,4,Poland
Sasha,Cruz,19,Female,3.6,Cricket 96,4,Kazakhstan
Marius,Bailey,16,Male,3.0,FIFA Manager 09,4,Portugal
Leonardo,Taylor,14,Male,4.0,NHL 2002,4,United States
Elias,Jones,13,Male,3.6,Zany Golf,4,Slovakia
Lennard,Sanchez,16,Male,3.7,Skyfox II: The Cygnus Conflict,3,United States
Levin,Hernandez,17,Male,3.5,Cel Damage,1,Russia
Morgan,Peterson,19,Female,3.8,Mass Effect Infiltrator,3,Tajikistan
Luca,Edwards,17,Male,4.0,NBA Jam: On Fire Edition,4,Montenegro
Nico,Morris,13,Male,3.6,B.O.B.,2,Switzerland
Julien,Brown,17,Male,3.7,CLUE: Unravel the Clues and Crack the Case,2,Austria
Thomas,Allen,15,Male,4.0,Bejeweled Blitz,3,China
Fabian,Martin,18,Male,3.5,Jane's Combat Simulations: AH-64D Longbow: Flash Point Korea,4,Kazakhstan
Marius,Nguyen,48,Male,4.0,Dante's Inferno,4,Malta
Valentin,Rodriguez,15,Male,3.2,Game Over II[a],4,Russia
Florian,Morgan,15,Male,3.7,Rock Band 2,3,Andorra
Aaron,Nguyen,15,Male,3.6,Catwoman,2,United States
Amber,Thompson,18,Female,3.2,Battlefield 2: Modern Combat,3,Belgium
Erik,Nelson,36,Male,3.2,Madden NFL 2005,4,Cyprus
Nicolas,Roberts,15,Male,3.8,NHL Hockey 94,4,United States
Leon,Wilson,19,Male,3.7,The Seven Cities of Gold,3,Sweden
Vincent,Walker,15,Male,3.6,SEAL Team,3,Ukraine
Marvin,Stewart,16,Male,3.0,EA Sports UFC,4,Greece
Oskar,Evans,15,Male,3.0,Archon II: Adept,4,Moldova
Samuel,Scott,17,Male,3.9,OverBlood,4,Romania
Adrian,Thomas,14,Male,4.0,FIFA 19,4,Kazakhstan
Skye,Lewis,17,Female,3.2,Command & Conquer: Red Strike,3,Slovenia
Rafael,Morris,18,Male,3.0,Madden NFL 24,3,Norway
Alexander,Torres,18,Male,3.3,The Bard's Tale,2,Bulgaria
Tim,Reed,13,Male,3.9,The Sims 3: University Life,3,United States
Ella,Lee,17,Female,3.2,Fight Night 2004,4,Monaco
Anton,Ramos,16,Male,3.6,Madden NFL '96,4,Albania
Jacob,Collins,19,Male,3.2,Skate 3,3,China
Liam,Rodriguez,12,Male,3.5,FIFA 11,3,Iceland
Benedikt,Peterson,15,Male,3.1,Real Racing 2,4,China
Jakob,Taylor,14,Male,3.0,The Sims 4: Vampires,4,Monaco
Lucas,Morris,15,Male,3.1,2010 FIFA World Cup South Africa,2,Denmark
Jan,Scott,16,Male,3.0,The Sims Medieval,1,Cyprus
Vincent,Allen,14,Male,4.0,Skyfox,3,China
Dylan,Howard,16,Male,3.3,EA Sports Active 2,3,Norway
Milo,Smith,18,Male,3.1,Madden NFL 11,4,Russia
Luca,Moore,17,Male,3.6,Hasbro Family Game Night 4: The Game Show,4,Albania
Samuel,Robinson,14,Male,3.0,Drome Racers,3,China
Nico,Rivera,53,Male,3.6,Looney Tunes: Back in Action,1,Slovenia
Milo,Thompson,14,Male,3.3,Need for Speed: Underground,2,Ukraine
Paul,Thomas,18,Male,4.0,Tiger Woods PGA Tour 09,4,Austria
Tommy,Harris,17,Male,3.4,The Sims 2: Holiday Edition,3,China
Karl,Hill,17,Male,3.2,NASCAR 07,3,Ireland
Luca,Flores,16,Male,4.0,The Sims 4: Vampires,4,Sweden
Antonio,Hall,14,Male,3.8,Populous: The Beginning: Undiscovered Worlds,3,Liechtenstein
Benedikt,Hall,15,Male,3.7,Need for Speed: Hot Pursuit Remastered,3,Serbia
Lucas,Hernandez,16,Male,3.4,Marble Madness,4,Russia
Emanuel,Wright,17,Male,4.0,Madden NFL 2005,4,Czech Republic
Nicolas,Martinez,15,Male,3.6,Dead Space,3,Portugal
Daniel,Williams,16,Male,4.0,Rugby,3,Poland
Robin,Taylor,15,Male,3.7,The Sims 4: Dine Out,4,Slovakia
Summer,Morris,17,Female,3.5,FIFA 10,3,Lithuania
Simon,Lopez,14,Male,3.0,Theme Park World,3,Norway
Thomas,Perez,16,Male,3.0,The Sims 3,3,China
Fritz,Gonzalez,18,Male,3.4,Need for Speed: Undercover,3,France
Fabian,Reed,18,Male,3.2,Moto Racer,4,Portugal
Paul,Cooper,17,Male,3.3,Monopoly,4,Greece
Oskar,Nelson,11,Male,3.3,Cel Damage,3,Kazakhstan
Nicolas,Flores,11,Male,3.1,John Madden Football,4,Slovenia
Summer,Roberts,18,Female,3.5,NHL 07,2,China
David,Hill,17,Male,3.8,Cricket 2005,3,Turkey
Paul,Johnson,15,Male,3.2,Spore Origins,3,United States
Benjamin,Wright,15,Male,3.4,The Simpsons Game,3,Slovakia
Isabel,Lopez,18,Female,3.9,Marble Madness,4,Romania
Roman,Walker,66,Male,4.0,The Sims 4 Stuff packs,1,Serbia
Sebastian,Cooper,16,Male,3.9,Cricket 2005,4,Czech Republic
Thomas,Perez,18,Male,3.9,Ski or Die,4,San Marino
Lydia,Reyes,15,Female,3.3,SimAnimals,4,Czech Republic
Gabriel,Stewart,13,Male,3.2,The Sims 4: Island Living,4,Denmark
Valentin,Campbell,18,Male,3.9,Madden NFL 15,4,Moldova
Lars,King,14,Male,3.0,Play the Games Vol. 4,3,Netherlands
Catherine,Robinson,62,Female,4.0,Bloodwings: Pumpkinhead's Revenge,3,Bulgaria
Benedikt,Cook,15,Male,3.2,World Cup 98,4,Belgium
Timo,Mitchell,17,Male,3.1,DeathSpank,2,Slovakia
Benedikt,Martinez,17,Male,3.6,Kings of the Beach,2,Sweden
Anton,Stewart,15,Male,3.0,007: Everything or Nothing,3,Romania
Julian,Morris,18,Male,4.0,Extreme Pinball,4,Slovakia
Anton,Nguyen,17,Male,3.8,Shaq Fu,3,Slovenia
Jakob,Anderson,17,Male,3.3,FIFA 16,4,Slovenia
Emanuel,Perez,19,Male,4.0,FIFA 12,2,Serbia
Fabian,Collins,14,Male,4.0,Warhammer Online: Age of Reckoning,1,Kyrgyzstan
Emil,Thomas,16,Male,3.0,Star Wars Battlefront,4,Austria
Levin,Parker,18,Male,3.7,Fight Night Round 3,4,United States
Severin,Young,15,Male,3.0,Hasbro Family Game Night 4: The Game Show,5,China
Lacey,Turner,16,Female,3.0,NBA Live 2001,3,Hungary
Sasha,Cruz,14,Female,3.0,Ultima Underworld II: Labyrinth of Worlds,2,Russia
Valentin,Ramirez,12,Male,4.0,Peggle 2,3,Liechtenstein
Rosie,Rivera,16,Female,3.7,One on One: Dr. J vs. Larry Bird,5,United States
Simon,Jones,15,Male,3.3,Populous II: Trials of the Olympian Gods,4,Spain
Elias,Bailey,16,Male,3.9,Def Jam: Fight for NY,1,United States
Milo,Reed,17,Male,4.0,The Sims Mobile,4,Norway
Bruno,Ortiz,11,Male,3.5,Need for Speed Rivals,3,Spain
Liam,Brown,14,Male,3.0,007: Everything or Nothing,3,China
Tim,Flores,15,Male,3.1,NASCAR 07,2,Slovakia
Kai,Lopez,14,Male,3.3,SimCity 3000,3,Liechtenstein
Dominik,Clark,15,Male,3.7,Need for Speed Rivals,4,Slovenia
Oskar,Martinez,17,Male,3.2,FIFA 11,3,Belgium
Severin,Carter,17,Male,3.5,Tiger Woods PGA Tour 07,3,Russia
Samuel,Thomas,15,Male,3.0,FIFA 18,4,Spain
Marco,Kelly,38,Male,3.5,Need for Speed: Nitro,4,Kazakhstan
Bruno,Adams,13,Male,3.7,FIFA Street,3,Czech Republic
Ellie,Diaz,46,Female,4.0,Sudoku,3,Russia
Bruno,Lewis,18,Male,4.0,Wing Commander Arena,4,Hungary
Freya,Bailey,16,Female,3.0,NASCAR 06: Total Team Control,4,United States
Leon,Martin,18,Male,3.0,Harry Potter and the Prisoner of Azkaban,3,Slovenia
Emil,Phillips,15,Male,3.0,Need for Speed: Most Wanted (Black Edition),4,Hungary
Emil,Ortiz,16,Male,3.2,Harry Potter and the Order of the Phoenix,1,San Marino
Fabian,Turner,17,Male,3.8,Moto Racer,4,United States
Luca,Rodriguez,16,Male,3.0,UEFA Euro 2012,3,Estonia
Gabriella,Harris,16,Female,3.6,Nerf N-Strike,3,Kazakhstan
Julian,Evans,18,Male,3.6,The F.A. Premier League Stars 2001,4,Ukraine
Maximilian,Hernandez,11,Male,4.0,Might and Magic II: Gates to Another World[j],3,Uzbekistan
Leander,Diaz,16,Male,4.0,Command & Conquer: Generals,3,United States
Simon,Rivera,16,Male,3.3,Battlefield 2042,4,Finland
Fabian,Gomez,17,Male,3.0,The Sims 4: Island Living,3,Moldova
Adrian,Jones,16,Male,4.0,Deluxe Music Construction Set,3,Monaco
Maksim,Scott,18,Male,3.2,The Hound of Shadow,4,Austria
Lia,Wright,14,Female,3.0,NBA Live 09,4,Montenegro
Paul,Kelly,16,Male,3.9,Mass Effect Legendary Edition,4,Vatican City
Alfred,Nelson,20,Male,4.0,SSX,4,Slovenia
Nicolas,Roberts,15,Male,3.6,Need for Speed: Underground 2,4,Ireland
Mario,Williams,13,Male,3.0,The Sims 3,4,United States
Fabio,Lewis,17,Male,3.2,Dan Dare: Pilot of the Future,3,Canada
Julius,Lopez,13,Male,3.5,2010 FIFA World Cup South Africa,4,Spain
Julius,Parker,16,Male,3.4,Trenches 2,5,Greece
Mattias,Clark,17,Male,3.5,Relentless: Twinsen's Adventure,4,China
Filip,Morris,16,Male,4.0,Dead Space 3,3,Switzerland
Anton,Davis,13,Male,3.4,Creator: Harry Potter and the Chamber of Secrets,3,Cyprus
Sam,Harris,44,Male,3.3,NBA Live 2005,4,Norway
Ella,Nguyen,52,Female,4.0,NHL 97,3,Belgium
Jonathan,Cook,64,Male,4.0,Tiger Woods PGA Tour 07,1,Serbia
Fabio,Rivera,16,Male,3.4,NHL 2005,4,Czech Republic
Robin,Kelly,13,Male,3.1,Disney's Party,2,Portugal
Ella,Harris,13,Female,4.0,The Urbz: Sims in the City,3,Luxembourg
Marcel,Gonzalez,20,Male,3.7,Untitled Marvel game,3,Iceland
Peter,Moore,30,Male,3.8,SimMania for Kids,2,Russia
Hannah,Harris,15,Male,4.0,Apex Legends,4,Kazakhstan
Richard,Parker,16,Male,3.5,EA Sports UFC,3,Belarus
Valentin,Thompson,16,Male,3.3,PGA Tour 96,4,Canada
Lars,Nguyen,13,Male,3.5,Supercross 2000,3,Kyrgyzstan
Bruno,Ortiz,14,Male,3.0,Madden NFL 13,4,Switzerland
Alexander,White,18,Male,4.0,NASCAR 2000,4,Netherlands
Marius,Scott,19,Male,3.6,Alice: Madness Returns,4,Lithuania
Jan,Phillips,17,Male,3.0,World Cup 98,1,San Marino
Isabella,Hernandez,14,Female,3.0,EA Sports Mania Pack,2,Monaco
Marius,Gomez,16,Male,3.6,Fight Night 2004,4,Serbia
Fritz,Walker,16,Male,3.0,Gamers Pack,4,Germany
Gustav,Reyes,14,Male,4.0,Bill Walsh College Football,4,Slovenia
Kevin,Howard,13,Male,4.0,NASCAR Thunder 2003,4,China
Fabian,Murphy,12,Male,3.6,Wing Commander: Privateer,1,Greece
Tim,Ramos,15,Male,3.7,Madden NFL 2000,2,Croatia
Benedikt,Young,14,Male,3.1,James Pond 3: Operation Starfish,3,Kyrgyzstan
Ethan,Wright,18,Male,3.3,NCAA Football 2004,3,Serbia
Hannah,Gomez,17,Male,4.0,Madden NFL 10,5,Vatican City
Jasper,Clark,13,Male,3.4,Need for Speed: Most Wanted,3,China
Paul,Lee,60,Male,3.0,Heart of Africa,4,Russia
Oskar,Allen,15,Male,3.8,3D Atlas,3,United States
Rose,Hernandez,15,Female,3.7,FIFA 10,2,China
Holly,Collins,15,Female,3.4,NBA Live 99,5,Russia
Ellie,Clark,41,Female,3.8,EA Sports MMA,3,Norway
Tom,Perez,16,Male,4.0,G.I. Joe: The Rise of Cobra,2,Switzerland
Alex,Reed,17,Male,3.4,The Simpsons Game,3,Turkmenistan
Hannes,Turner,11,Male,4.0,Bloodwings: Pumpkinhead's Revenge,3,Slovenia
Benedikt,Scott,15,Male,4.0,SSX Tricky,4,Lithuania
Tim,Mitchell,16,Male,3.9,CyberTiger,4,Moldova
Alfred,Lewis,16,Male,4.0,The Lord of the Rings: The Third Age (Game Boy Advance),4,Malta
Skye,Thompson,44,Female,3.8,Super Mega Baseball 4,3,United States
Samuel,Brown,16,Male,4.0,Small Soldiers,4,Slovenia
Amber,Evans,15,Female,3.4,Powermonger,3,Portugal
Hannah,Johnson,17,Male,3.5,Madden NFL 25,3,Montenegro
Victoria,Parker,12,Female,3.9,FIFA: Road to World Cup 98,4,Kazakhstan
Benjamin,Davis,14,Male,4.0,Sentinel Worlds I: Future Magic,3,Estonia
Benedikt,Hill,16,Male,3.7,The Vault of Darkness,3,United States
Hannes,Rogers,15,Male,3.3,Madden NFL 98,3,Croatia
Ava,Baker,14,Female,3.0,Madden NFL 99,1,Spain
Louis,Bailey,57,Male,3.2,SSX 3,1,Uzbekistan
Marius,Walker,12,Male,3.6,Legacy of the Ancients,2,Moldova
Paul,Walker,17,Male,3.4,The Sims 3: Pets,3,Norway
Alex,Morales,17,Male,3.0,Earl Weaver Baseball,4,Malta
Matilda,Morris,14,Female,3.4,Madden NFL 2001,4,Ukraine
Nicolas,Davis,16,Male,4.0,NASCAR 07,1,Russia
Emil,Reed,15,Male,3.0,Knockout Kings 2001,4,China
Summer,Rivera,44,Female,3.8,Rugby 2005,3,Kazakhstan
Anton,Cook,13,Male,3.1,NHL 17,1,Portugal
Finn,Smith,15,Male,3.8,Richard Petty's Talladega,5,United States
Enzo,Lopez,15,Male,3.9,Star Wars Jedi: Fallen Order,4,Sweden
Fabio,Robinson,63,Male,4.0,Ultima Online: Third Dawn,4,United States
Emilio,Lopez,57,Male,3.0,Dark Age of Camelot,4,Finland
Julia,Reyes,14,Female,3.9,FIFA 09,3,Kazakhstan
Benedikt,Ramirez,17,Male,3.2,NBA Live 98,4,Russia
Julia,Davis,30,Female,3.7,PHM Pegasus,3,Serbia
Kevin,Ortiz,18,Male,3.0,Madden NFL 08,2,Uzbekistan
Maximilian,Perez,18,Male,3.3,Madden NFL 08,4,Ukraine
Rafael,Brown,16,Male,3.7,Theme Park World,4,Luxembourg
Fabian,Sanchez,65,Male,3.1,Shank 2,3,United States
Vanessa,Mitchell,15,Female,3.3,World Tour Golf,4,Vatican City
Adrian,Cook,15,Male,3.5,Need for Speed: World,4,Spain
Marius,Cooper,14,Male,3.0,Connect 4,3,Slovakia
